,Date,Open,High,Low,Close,Volume,Year,Month,Day
164,2006-04-25,106.1,108.0,101.0,107.25,381500,2006,4,25
163,2006-04-24,111.65,112.35,106.1,106.1,220500,2006,4,24
162,2006-04-21,107.5,112.85,108.5,111.65,1123500,2006,4,21
161,2006-04-20,102.4,107.5,102.25,107.5,843500,2006,4,20
160,2006-04-19,101.65,104.4,100.0,102.4,661500,2006,4,19
159,2006-04-18,102.0,102.7,100.25,101.65,132000,2006,4,18
158,2006-04-17,102.75,103.7,100.0,102.0,248000,2006,4,17
157,2006-04-14,97.9,102.75,99.4,102.75,842500,2006,4,14
188,2006-05-30,104.0,105.9,100.05,104.0,90000,2006,5,30
187,2006-05-29,103.15,106.1,102.55,104.0,202500,2006,5,29
186,2006-05-26,108.0,109.35,103.0,103.15,326500,2006,5,26
185,2006-05-25,110.0,110.9,107.1,108.0,44000,2006,5,25
184,2006-05-24,107.05,112.4,108.5,110.0,449500,2006,5,24
183,2006-05-23,108.0,111.9,107.0,107.05,132500,2006,5,23
182,2006-05-22,102.9,108.0,104.45,108.0,806000,2006,5,22
181,2006-05-19,102.0,104.2,101.6,102.9,65500,2006,5,19
180,2006-05-18,105.0,104.25,102.0,102.0,47500,2006,5,18
179,2006-05-17,101.1,105.4,101.55,105.0,139000,2006,5,17
178,2006-05-16,103.0,104.4,101.0,101.1,105000,2006,5,16
177,2006-05-15,107.15,106.5,102.5,103.0,247500,2006,5,15
176,2006-05-12,108.4,109.0,105.75,107.15,469500,2006,5,12
175,2006-05-11,106.25,108.4,104.25,108.4,492500,2006,5,11
174,2006-05-10,109.0,108.95,106.1,106.25,115500,2006,5,10
173,2006-05-09,107.1,111.5,107.5,109.0,1062000,2006,5,9
204,2006-06-21,97.0,99.0,95.0,97.05,11500,2006,6,21
203,2006-06-20,98.95,99.0,96.4,97.0,45000,2006,6,20
202,2006-06-19,94.25,98.95,94.8,98.95,118000,2006,6,19
201,2006-06-16,89.95,94.4,92.5,94.25,15500,2006,6,16
200,2006-06-15,85.7,89.95,87.5,89.95,5500,2006,6,15
199,2006-06-14,90.15,92.9,85.7,85.7,21500,2006,6,14
198,2006-06-13,94.8,95.0,90.1,90.15,54500,2006,6,13
197,2006-06-12,97.0,98.9,94.8,94.8,10000,2006,6,12
196,2006-06-09,95.6,97.05,93.0,97.0,17000,2006,6,9
195,2006-06-08,100.6,99.0,95.6,95.6,26000,2006,6,8
194,2006-06-07,102.8,103.0,100.25,100.6,30500,2006,6,7
193,2006-06-06,102.05,103.9,98.3,102.8,34500,2006,6,6
192,2006-06-05,103.0,102.8,101.5,102.05,18000,2006,6,5
191,2006-06-02,103.0,103.6,102.0,103.0,66500,2006,6,2
190,2006-06-01,100.25,104.0,102.0,103.0,113000,2006,6,1
189,2006-05-31,104.0,103.2,99.9,100.25,24000,2006,5,31
220,2006-07-13,89.0,89.95,87.25,88.25,21600,2006,7,13
219,2006-07-12,88.45,90.75,87.05,89.0,15200,2006,7,12
218,2006-07-11,87.0,89.9,86.05,88.45,3200,2006,7,11
217,2006-07-10,90.0,90.85,87.0,87.0,22300,2006,7,10
216,2006-07-07,89.5,90.9,87.05,90.0,48700,2006,7,7
215,2006-07-06,88.2,92.5,89.3,89.5,31200,2006,7,6
214,2006-07-05,84.0,88.2,84.0,88.2,242400,2006,7,5
213,2006-07-04,83.6,85.85,82.0,84.0,40500,2006,7,4
212,2006-07-03,88.0,87.45,83.6,83.6,20800,2006,7,3
211,2006-06-30,89.25,90.25,84.8,88.0,38500,2006,6,30
210,2006-06-29,85.0,89.25,86.0,89.25,308500,2006,6,29
209,2006-06-28,82.65,86.75,81.5,85.0,92000,2006,6,28
208,2006-06-27,87.0,87.0,82.65,82.65,67500,2006,6,27
207,2006-06-26,90.7,95.0,87.0,87.0,39500,2006,6,26
206,2006-06-23,94.5,95.0,90.7,90.7,30500,2006,6,23
205,2006-06-22,97.05,96.0,94.5,94.5,31000,2006,6,22
236,2006-08-04,86.2,88.0,86.25,87.0,23300,2006,8,4
235,2006-08-03,85.05,87.0,86.05,86.2,13100,2006,8,3
234,2006-08-02,85.25,85.9,83.2,85.05,12200,2006,8,2
233,2006-08-01,85.6,86.0,85.0,85.25,12700,2006,8,1
232,2006-07-31,85.0,85.6,85.1,85.6,1000,2006,7,31
231,2006-07-28,86.55,86.8,85.0,85.0,8200,2006,7,28
230,2006-07-27,87.9,87.9,86.55,86.55,8200,2006,7,27
229,2006-07-26,87.9,88.0,86.5,87.9,30700,2006,7,26
228,2006-07-25,88.0,88.0,87.0,87.9,31100,2006,7,25
227,2006-07-24,86.4,88.4,86.0,88.0,56000,2006,7,24
226,2006-07-21,87.0,87.1,86.0,86.4,6600,2006,7,21
225,2006-07-20,88.75,89.0,86.0,87.0,45700,2006,7,20
224,2006-07-19,89.5,90.5,87.7,88.75,291600,2006,7,19
223,2006-07-18,85.5,89.5,86.0,89.5,80400,2006,7,18
222,2006-07-17,86.55,86.15,85.5,85.5,5000,2006,7,17
221,2006-07-14,88.25,88.95,86.5,86.55,8100,2006,7,14
252,2006-08-29,80.0,80.0,79.5,79.9,5400,2006,8,29
251,2006-08-28,80.0,80.0,76.25,80.0,9000,2006,8,28
250,2006-08-25,82.2,82.0,80.0,80.0,10300,2006,8,25
249,2006-08-24,84.45,83.55,82.2,82.2,12500,2006,8,24
248,2006-08-23,84.0,86.95,83.85,84.45,16100,2006,8,23
247,2006-08-22,85.1,85.0,83.0,84.0,9600,2006,8,22
246,2006-08-21,85.25,86.0,85.0,85.1,8000,2006,8,21
245,2006-08-18,86.5,86.9,85.0,85.25,5600,2006,8,18
244,2006-08-17,86.5,89.0,86.15,86.5,37800,2006,8,17
243,2006-08-16,87.0,88.5,86.5,86.5,29700,2006,8,16
242,2006-08-15,88.0,88.5,86.2,87.0,15900,2006,8,15
241,2006-08-11,87.1,88.0,87.0,88.0,13900,2006,8,11
240,2006-08-10,88.75,88.9,86.7,87.1,12300,2006,8,10
239,2006-08-09,89.0,90.0,88.0,88.75,62000,2006,8,9
238,2006-08-08,88.0,89.85,88.0,89.0,39600,2006,8,8
237,2006-08-07,87.0,88.0,86.0,88.0,34900,2006,8,7
268,2006-09-20,80.7,81.5,80.15,81.0,165600,2006,9,20
267,2006-09-19,79.5,83.2,78.25,80.7,148400,2006,9,19
266,2006-09-18,80.0,79.5,78.0,79.5,15300,2006,9,18
265,2006-09-15,78.8,80.4,78.05,80.0,86000,2006,9,15
264,2006-09-14,78.5,79.9,78.1,78.8,113500,2006,9,14
263,2006-09-13,79.1,79.85,78.1,78.5,29500,2006,9,13
262,2006-09-12,78.9,80.0,79.0,79.1,82300,2006,9,12
261,2006-09-11,81.0,81.0,78.9,78.9,12200,2006,9,11
260,2006-09-08,80.0,81.0,77.25,81.0,14100,2006,9,8
259,2006-09-07,81.0,82.5,80.0,80.0,15700,2006,9,7
258,2006-09-06,82.05,82.5,80.15,81.0,6600,2006,9,6
257,2006-09-05,83.75,82.65,82.0,82.05,6200,2006,9,5
256,2006-09-04,83.0,84.0,83.0,83.75,13100,2006,9,4
255,2006-09-01,83.5,83.5,81.1,83.0,3600,2006,9,1
254,2006-08-31,82.3,84.05,82.4,83.5,112300,2006,8,31
253,2006-08-30,79.9,83.85,79.75,82.3,37200,2006,8,30
284,2006-10-12,88.05,88.45,87.8,88.3,66300,2006,10,12
283,2006-10-11,88.0,90.0,88.0,88.05,190800,2006,10,11
282,2006-10-10,87.25,88.55,87.0,88.0,33100,2006,10,10
281,2006-10-09,89.0,89.0,87.1,87.25,23600,2006,10,9
280,2006-10-06,89.0,89.4,88.0,89.0,56900,2006,10,6
279,2006-10-05,89.0,90.0,87.3,89.0,80000,2006,10,5
278,2006-10-04,88.8,89.0,87.5,89.0,88800,2006,10,4
277,2006-10-03,90.9,91.3,87.55,88.8,53900,2006,10,3
276,2006-10-02,88.5,91.55,89.0,90.9,236400,2006,10,2
275,2006-09-29,88.0,89.0,87.5,88.5,71400,2006,9,29
274,2006-09-28,88.0,89.0,87.5,88.0,161200,2006,9,28
273,2006-09-27,88.5,90.0,88.0,88.0,51400,2006,9,27
272,2006-09-26,90.9,90.0,88.15,88.5,36400,2006,9,26
271,2006-09-25,89.1,91.0,87.0,90.9,239200,2006,9,25
270,2006-09-22,84.9,89.1,83.55,89.1,238500,2006,9,22
269,2006-09-21,81.0,85.05,80.9,84.9,143600,2006,9,21
300,2006-11-14,92.85,94.0,92.25,93.05,81900,2006,11,14
299,2006-11-13,93.0,93.3,92.5,92.85,63100,2006,11,13
298,2006-11-10,93.05,93.4,92.5,93.0,47900,2006,11,10
297,2006-11-08,93.0,93.75,91.55,93.05,69900,2006,11,8
296,2006-11-07,94.5,95.55,91.0,93.0,132700,2006,11,7
295,2006-11-06,93.25,95.5,93.6,94.5,243500,2006,11,6
294,2006-11-03,90.4,93.45,91.5,93.25,184800,2006,11,3
293,2006-11-02,91.0,91.85,90.1,90.4,32500,2006,11,2
292,2006-11-01,92.4,92.0,89.1,91.0,41100,2006,11,1
291,2006-10-31,93.8,94.0,91.8,92.4,104100,2006,10,31
290,2006-10-30,92.25,94.25,90.5,93.8,316000,2006,10,30
289,2006-10-19,90.0,92.5,90.0,92.25,280200,2006,10,19
288,2006-10-18,89.9,92.5,90.0,90.0,273900,2006,10,18
287,2006-10-17,85.75,90.0,87.75,89.9,329800,2006,10,17
286,2006-10-16,87.5,87.95,85.6,85.75,26800,2006,10,16
285,2006-10-13,88.3,88.0,87.5,87.5,55000,2006,10,13
316,2006-12-06,98.6,101.5,99.0,100.0,198600,2006,12,6
315,2006-12-05,99.7,101.0,98.5,98.6,54400,2006,12,5
314,2006-12-04,101.3,102.2,99.05,99.7,117000,2006,12,4
313,2006-12-01,103.0,102.45,98.0,101.3,103100,2006,12,1
312,2006-11-30,98.5,103.0,99.0,103.0,94400,2006,11,30
311,2006-11-29,101.25,102.0,98.0,98.5,75600,2006,11,29
310,2006-11-28,101.4,103.0,101.0,101.25,55200,2006,11,28
309,2006-11-27,103.65,108.0,101.0,101.4,436700,2006,11,27
308,2006-11-24,98.75,103.65,100.8,103.65,409500,2006,11,24
307,2006-11-23,94.05,98.75,95.35,98.75,262400,2006,11,23
306,2006-11-22,93.55,95.2,93.55,94.05,149500,2006,11,22
305,2006-11-21,91.0,94.0,90.25,93.55,53000,2006,11,21
304,2006-11-20,92.95,93.5,91.0,91.0,22600,2006,11,20
303,2006-11-17,93.0,93.8,92.5,92.95,40900,2006,11,17
302,2006-11-16,93.55,94.25,93.0,93.0,34300,2006,11,16
301,2006-11-15,93.05,95.5,92.0,93.55,197900,2006,11,15
332,2006-12-29,93.8,93.7,92.1,93.5,86600,2006,12,29
331,2006-12-28,94.05,94.0,92.5,93.8,19400,2006,12,28
330,2006-12-27,95.0,96.0,94.05,94.05,17700,2006,12,27
329,2006-12-26,95.4,95.25,93.05,95.0,31100,2006,12,26
328,2006-12-22,95.5,95.4,90.8,95.4,33400,2006,12,22
327,2006-12-21,95.95,96.3,93.0,95.5,24600,2006,12,21
326,2006-12-20,96.4,95.95,92.0,95.95,45200,2006,12,20
325,2006-12-19,96.0,96.4,91.2,96.4,93300,2006,12,19
324,2006-12-18,98.1,99.0,94.1,96.0,18000,2006,12,18
323,2006-12-15,100.0,99.9,98.1,98.1,8800,2006,12,15
322,2006-12-14,99.05,100.0,98.7,100.0,17000,2006,12,14
321,2006-12-13,100.0,100.05,99.0,99.05,34100,2006,12,13
320,2006-12-12,100.45,101.2,99.7,100.0,41000,2006,12,12
319,2006-12-11,101.25,101.3,99.5,100.45,20700,2006,12,11
318,2006-12-08,99.45,102.2,99.05,101.25,186500,2006,12,8
317,2006-12-07,100.0,101.4,99.1,99.45,33300,2006,12,7
156,2006-04-13,93.25,97.9,91.25,97.9,338000,2006,4,13
155,2006-04-10,89.5,93.95,90.0,93.25,438000,2006,4,10
154,2006-04-07,90.0,92.7,90.1,92.0,126000,2006,4,7
153,2006-04-06,87.0,91.1,88.0,90.0,227000,2006,4,6
152,2006-04-05,87.4,88.95,86.5,87.0,23000,2006,4,5
151,2006-04-04,88.0,90.0,86.5,87.4,67000,2006,4,4
150,2006-04-03,84.1,88.3,84.5,88.0,85500,2006,4,3
149,2006-03-31,83.55,84.9,83.7,84.1,11500,2006,3,31
148,2006-03-30,83.6,85.0,83.2,83.55,12500,2006,3,30
147,2006-03-29,83.1,85.0,83.5,83.6,27500,2006,3,29
146,2006-03-28,86.5,86.0,82.2,83.1,88000,2006,3,28
145,2006-03-27,88.0,88.0,86.05,86.5,22000,2006,3,27
144,2006-03-24,87.8,88.95,87.5,88.0,42500,2006,3,24
143,2006-03-22,87.0,90.0,87.5,87.8,79000,2006,3,22
142,2006-03-21,88.2,90.0,87.0,87.0,33500,2006,3,21
141,2006-03-20,84.0,88.2,84.05,88.2,137500,2006,3,20
140,2006-03-17,84.0,85.45,82.0,84.0,52000,2006,3,17
139,2006-03-16,80.4,84.0,79.0,84.0,116000,2006,3,16
138,2006-03-15,83.1,82.0,79.95,80.4,32500,2006,3,15
137,2006-03-14,80.75,83.1,77.0,83.1,127000,2006,3,14
136,2006-03-13,85.0,87.5,80.75,80.75,61000,2006,3,13
135,2006-03-10,89.45,90.8,85.0,85.0,139500,2006,3,10
134,2006-03-09,88.75,89.5,84.4,89.45,161000,2006,3,9
133,2006-03-08,90.0,90.0,85.5,88.75,254000,2006,3,8
132,2006-03-07,89.0,90.3,88.3,90.0,132000,2006,3,7
131,2006-03-06,90.5,91.95,86.0,89.0,67000,2006,3,6
130,2006-03-03,90.0,92.95,89.1,90.5,103000,2006,3,3
129,2006-03-02,88.0,91.9,88.5,90.0,39500,2006,3,2
128,2006-03-01,86.0,90.3,87.25,88.0,186500,2006,3,1
127,2006-02-28,87.5,87.85,86.0,86.0,23000,2006,2,28
126,2006-02-27,90.0,91.4,86.7,87.5,168000,2006,2,27
125,2006-02-24,92.0,92.0,90.0,90.0,56000,2006,2,24
124,2006-02-23,91.0,92.5,90.75,92.0,104000,2006,2,23
123,2006-02-22,90.5,91.6,90.3,91.0,35500,2006,2,22
122,2006-02-21,91.05,93.0,90.0,90.5,160500,2006,2,21
121,2006-02-20,89.9,92.85,90.0,91.05,113500,2006,2,20
120,2006-02-17,90.5,92.1,88.75,89.9,33000,2006,2,17
119,2006-02-16,92.0,92.25,90.1,90.5,19000,2006,2,16
118,2006-02-15,91.0,93.0,90.25,92.0,33000,2006,2,15
117,2006-02-14,95.0,93.1,91.0,91.0,76000,2006,2,14
116,2006-02-13,94.05,96.9,91.6,95.0,486500,2006,2,13
115,2006-02-10,99.0,100.0,94.05,94.05,161000,2006,2,10
114,2006-02-07,100.3,101.5,97.0,99.0,295500,2006,2,7
113,2006-02-06,95.55,100.3,94.2,100.3,690500,2006,2,6
112,2006-02-03,91.0,95.55,90.0,95.55,182000,2006,2,3
111,2006-02-02,92.25,92.45,91.0,91.0,23000,2006,2,2
110,2006-02-01,93.45,94.75,92.0,92.25,59000,2006,2,1
109,2006-01-31,93.65,93.8,92.0,93.45,46500,2006,1,31
108,2006-01-30,93.0,94.0,92.75,93.65,46000,2006,1,30
107,2006-01-27,93.25,93.6,92.0,93.0,30000,2006,1,27
106,2006-01-26,93.0,93.8,92.0,93.25,16000,2006,1,26
105,2006-01-25,94.0,95.0,89.5,93.0,33000,2006,1,25
104,2006-01-24,98.5,100.0,94.0,94.0,152000,2006,1,24
103,2006-01-23,100.0,101.0,97.95,98.5,62500,2006,1,23
102,2006-01-20,100.9,101.9,98.0,100.0,199000,2006,1,20
101,2006-01-19,98.5,101.25,96.05,100.9,196000,2006,1,19
100,2006-01-18,95.0,99.0,95.05,98.5,151500,2006,1,18
99,2006-01-17,90.6,95.1,91.0,95.0,444000,2006,1,17
98,2006-01-16,86.3,90.6,88.25,90.6,745000,2006,1,16
97,2006-01-09,87.0,87.0,85.85,86.3,21500,2006,1,9
96,2006-01-06,87.25,87.1,85.95,87.0,32500,2006,1,6
95,2006-01-05,88.5,88.5,87.25,87.25,52500,2006,1,5
94,2006-01-04,87.95,88.7,87.5,88.5,233500,2006,1,4
93,2006-01-03,89.4,90.4,85.0,87.95,87500,2006,1,3
384,2007-03-20,109.95,112.5,109.0,110.25,707700,2007,3,20
383,2007-03-19,115.7,117.0,109.95,109.95,637900,2007,3,19
382,2007-03-16,116.0,117.0,114.0,115.7,28400,2007,3,16
381,2007-03-15,116.0,117.5,115.55,116.0,161500,2007,3,15
380,2007-03-14,117.0,117.0,114.6,116.0,385200,2007,3,14
379,2007-03-13,112.6,117.75,113.0,117.0,1427900,2007,3,13
378,2007-03-12,115.4,114.5,112.3,112.6,235000,2007,3,12
377,2007-03-09,111.5,116.0,110.05,115.4,618700,2007,3,9
376,2007-03-08,110.95,111.95,109.5,111.5,526200,2007,3,8
375,2007-03-07,107.75,111.0,107.0,110.95,480600,2007,3,7
374,2007-03-06,107.4,110.0,106.25,107.75,167500,2007,3,6
373,2007-03-05,108.45,110.0,106.5,107.4,344800,2007,3,5
372,2007-03-02,112.45,113.5,108.0,108.45,186500,2007,3,2
371,2007-03-01,112.5,115.0,110.0,112.45,447700,2007,3,1
370,2007-02-28,118.0,120.0,112.1,112.5,1858900,2007,2,28
369,2007-02-27,122.0,120.0,115.9,118.0,595000,2007,2,27
400,2007-04-12,101.0,101.85,99.25,100.5,479800,2007,4,12
399,2007-04-11,98.5,101.65,98.75,101.0,448200,2007,4,11
398,2007-04-10,98.0,99.45,98.0,98.5,341300,2007,4,10
397,2007-04-09,98.5,99.7,97.5,98.0,112100,2007,4,9
396,2007-04-06,98.75,99.7,98.0,98.5,364900,2007,4,6
395,2007-04-05,96.35,99.0,95.0,98.75,439600,2007,4,5
394,2007-04-04,96.95,97.7,95.7,96.35,140400,2007,4,4
393,2007-04-03,93.85,97.0,93.5,96.95,680700,2007,4,3
392,2007-04-02,93.55,94.5,93.0,93.85,60700,2007,4,2
391,2007-03-30,93.45,94.5,92.9,93.55,98300,2007,3,30
390,2007-03-29,94.4,95.0,93.0,93.45,71900,2007,3,29
389,2007-03-28,95.95,96.5,94.0,94.4,306200,2007,3,28
388,2007-03-27,93.0,97.6,92.05,95.95,709000,2007,3,27
387,2007-03-26,92.83,96.0,92.35,93.0,186000,2007,3,26
386,2007-03-22,113.5,114.5,112.15,113.9,245400,2007,3,22
385,2007-03-21,110.25,115.05,111.0,113.5,696300,2007,3,21
416,2007-05-07,109.2,108.0,103.75,104.75,247500,2007,5,7
415,2007-05-04,108.75,110.45,108.0,109.2,356900,2007,5,4
414,2007-05-03,110.45,110.7,107.5,108.75,155300,2007,5,3
413,2007-05-02,111.0,113.25,109.65,110.45,1280200,2007,5,2
412,2007-04-30,106.5,111.55,106.25,111.0,3570400,2007,4,30
411,2007-04-27,104.5,107.2,104.5,106.5,1633400,2007,4,27
410,2007-04-26,103.1,105.4,102.4,104.5,600600,2007,4,26
409,2007-04-25,103.6,104.9,102.5,103.1,441800,2007,4,25
408,2007-04-24,99.5,104.15,99.95,103.6,868200,2007,4,24
407,2007-04-23,100.0,101.0,98.0,99.5,76300,2007,4,23
406,2007-04-20,100.9,101.95,99.5,100.0,173700,2007,4,20
405,2007-04-19,101.0,102.55,100.1,100.9,199100,2007,4,19
404,2007-04-18,102.95,103.5,100.0,101.0,270400,2007,4,18
403,2007-04-17,103.85,104.0,100.0,102.95,336800,2007,4,17
402,2007-04-16,103.8,105.0,102.8,103.85,411000,2007,4,16
401,2007-04-13,100.5,105.5,99.2,103.8,1086100,2007,4,13
432,2007-05-29,119.0,120.05,116.1,117.05,1722600,2007,5,29
431,2007-05-28,115.75,121.5,115.15,119.0,4536800,2007,5,28
430,2007-05-25,116.8,118.75,115.65,115.75,2233200,2007,5,25
429,2007-05-24,111.25,116.8,111.5,116.8,4358400,2007,5,24
428,2007-05-23,108.8,111.9,107.6,111.25,2391200,2007,5,23
427,2007-05-22,108.5,109.5,108.45,108.8,666500,2007,5,22
426,2007-05-21,109.6,110.25,107.5,108.5,682900,2007,5,21
425,2007-05-18,106.5,110.45,105.6,109.6,1968300,2007,5,18
424,2007-05-17,105.85,106.5,105.3,106.5,92200,2007,5,17
423,2007-05-16,107.5,109.2,104.0,105.85,632100,2007,5,16
422,2007-05-15,107.6,111.75,107.0,107.5,981000,2007,5,15
421,2007-05-14,105.95,108.15,101.5,107.6,652600,2007,5,14
420,2007-05-11,106.95,107.0,104.5,105.95,116100,2007,5,11
419,2007-05-10,107.25,109.5,105.55,106.95,79500,2007,5,10
418,2007-05-09,107.3,108.0,106.0,107.25,281500,2007,5,9
417,2007-05-08,104.75,107.5,103.95,107.3,319700,2007,5,8
