Date,Open,High,Low,Close,Volume
8/16/2002,7.85,7.75,7.75,7.75,0
8/19/2002,7.75,7.7,7.7,7.7,0
9/4/2002,7.7,7,7,7,2000
9/11/2002,7,6,6,6,1000
9/12/2002,6,6.25,6.25,6.25,1000
9/18/2002,6.25,6,6,6,500
9/19/2002,6,6,6,6,1000
9/23/2002,6,5.1,5.1,5.1,500
9/24/2002,5.1,5.3,5.25,5.3,500
9/27/2002,5.3,5.5,5.5,5.5,0
10/2/2002,5.5,5.75,5.75,5.75,0
11/19/2002,5.75,6,6,6,500
12/4/2002,6,6,6,6,1000
12/16/2002,6,6.05,6.05,6.05,0
12/18/2002,6.05,6.3,6.3,6.3,0
12/19/2002,6.3,7,7,7,1000
1/22/2003,7,7.5,7.5,7.5,0
1/29/2003,7.5,7.5,7.5,7.5,500
1/30/2003,7.5,7.5,7.5,7.5,1000
2/6/2003,7.5,7.5,7.5,7.5,500
3/4/2003,7.5,7.8,7.8,7.8,1000
3/26/2003,7.8,7.1,7.1,7.1,1000
3/27/2003,7.1,7.1,7.1,7.1,1000
4/14/2003,7.1,8,7.95,7.95,500
4/15/2003,7.95,7.65,7.65,7.65,2000
4/17/2003,7.65,7.75,7.75,7.75,500
4/21/2003,7.75,9.2,9.2,9.2,500
4/23/2003,9.2,10.2,10.2,10.2,500
4/24/2003,10.2,10,10,10,0
4/28/2003,10,9.9,9.9,9.9,0
4/29/2003,9.9,9.85,9.85,9.85,0
5/2/2003,9.85,9.8,9.8,9.8,0
5/9/2003,9.8,9.5,9.5,9.5,2000
5/12/2003,9.5,9,9,9,500
5/16/2003,9,8.95,8.95,8.95,0
5/21/2003,8.95,8.35,8.25,8.25,3000
5/22/2003,8.25,9,9,9,2000
5/23/2003,9,8.5,8.5,8.5,500
5/30/2003,8.5,10,9.5,10,10000
6/2/2003,10,10.55,10,10.55,9500
6/3/2003,10.55,10.25,10.25,10.25,500
6/4/2003,10.25,11.75,10.4,11.75,14500
6/5/2003,11.75,12.5,11.75,12.5,8500
6/6/2003,12.5,12.7,12.7,12.7,1500
6/9/2003,12.7,12.25,12.25,12.25,0
6/10/2003,12.25,12,12,12,0
6/11/2003,12,12,11.05,11.05,3000
6/12/2003,11.05,12,11.5,11.5,2000
6/13/2003,11.5,12,11.6,12,3000
6/16/2003,12,12,11.75,12,6500
6/20/2003,12,11.5,11.5,11.5,500
6/23/2003,11.5,11.55,11.55,11.55,0
6/24/2003,11.55,11.65,11.65,11.65,2000
6/25/2003,11.65,11.65,11.65,11.65,500
6/30/2003,11.65,10.85,10.85,10.85,500
7/3/2003,10.85,12,12,12,1000
7/4/2003,12,12,12,12,1000
7/7/2003,12,12,12,12,1000
7/11/2003,12,12,12,12,1000
7/14/2003,12,12.05,12.05,12.05,0
7/28/2003,12.05,13.4,12.75,13.4,10000
7/29/2003,13.4,14,13,14,7000
7/30/2003,14,14,13.55,13.55,3500
7/31/2003,13.55,13.5,13.5,13.5,500
8/19/2003,13.5,14.5,14.5,14.5,1000
8/20/2003,14.5,14,14,14,0
8/26/2003,14,13.75,13.75,13.75,1000
8/27/2003,13.75,13.65,13.65,13.65,0
8/29/2003,13.65,15,15,15,2000
9/1/2003,15,14,14,14,0
9/2/2003,14,14.5,14.45,14.45,1000
9/3/2003,14.45,14.2,14.2,14.2,0
9/4/2003,14.2,13.9,13.9,13.9,0
9/8/2003,13.9,13.7,13.7,13.7,0
9/9/2003,13.7,13.65,13.65,13.65,0
9/11/2003,13.65,13.4,13.4,13.4,0
9/16/2003,13.4,12.8,12.8,12.8,0
11/5/2003,12.8,12,12,12,1000
11/13/2003,12,11,11,11,1000
11/18/2003,11,11,11,11,3500
11/20/2003,11,11,11,11,500
12/9/2003,11,12.5,12.45,12.45,2000
12/12/2003,12.45,12.45,12.45,12.45,500
12/17/2003,12.45,12.25,12.25,12.25,0
12/19/2003,12.25,12,12,12,0
1/12/2004,12,11.75,11.75,11.75,500
1/28/2004,11.75,11,11,11,5000
1/30/2004,11,10.5,10.5,10.5,0
2/6/2004,10.5,10.5,10.45,10.5,2000
2/12/2004,10.5,10.5,10.5,10.5,1000
2/19/2004,10.5,9.5,9.5,9.5,1000
3/8/2004,9.5,11,10,10,2500
3/15/2004,10,11.1,10,10.35,6000
3/18/2004,10.35,10.5,10.5,10.5,0
3/19/2004,10.5,12,11,12,10500
3/24/2004,12,12.45,12,12.45,12000
3/25/2004,12.45,12,12,12,5000
3/29/2004,12,12,11.5,12,1000
4/5/2004,12,12,12,12,2000
4/12/2004,12,11.95,11.95,11.95,0
4/14/2004,11.95,11.05,11.05,11.05,500
4/16/2004,11.05,11.95,11.95,11.95,500
4/19/2004,11.95,11.95,11.95,11.95,1000
4/20/2004,11.95,12.25,12.25,12.25,1000
4/21/2004,12.25,12.25,12.15,12.15,10000
4/22/2004,12.15,12.7,12.7,12.7,500
4/26/2004,12.7,13.15,13.15,13.15,1000
4/28/2004,13.15,12.15,12.15,12.15,1000
5/6/2004,12.15,11.25,11.25,11.25,500
5/10/2004,11.25,12,12,12,1000
5/11/2004,12,11.3,11.25,11.25,3000
5/24/2004,11.25,12.2,12.15,12.15,500
5/25/2004,12.15,12.3,12,12,3000
5/27/2004,12,12,12,12,500
5/31/2004,12,12.35,12,12.35,7500
6/1/2004,12.35,12.5,12.05,12.05,2500
6/2/2004,12.05,13.55,12.65,13,12500
6/8/2004,13,12.5,12.5,12.5,500
6/10/2004,12.5,12.95,12.95,12.95,500
6/14/2004,12.95,12.1,12.1,12.1,5000
6/16/2004,12.1,13.25,13.25,13.25,2500
6/17/2004,13.25,12.55,12.55,12.55,500
6/18/2004,12.55,13.25,12.55,13,7500
6/22/2004,13,13.25,12.75,13.25,2000
6/24/2004,13.25,14.5,14.5,14.5,500
6/25/2004,14.5,13.5,13.5,13.5,1000
6/28/2004,13.5,13.5,13,13,1500
6/30/2004,13,14.5,13.05,13.05,7500
7/6/2004,13.05,12.75,12.75,12.75,500
7/19/2004,12.75,12.55,12.5,12.5,1000
7/20/2004,12.5,12.9,12.9,12.9,500
7/28/2004,12.9,14.4,13,14.4,16500
7/29/2004,14.4,15.9,15.2,15.8,10000
7/30/2004,15.8,16.5,15,15,6000
8/2/2004,15,15.4,14,14.1,6500
8/3/2004,14.1,15.6,15.2,15.6,9000
8/4/2004,15.6,17.1,17,17.1,7000
8/5/2004,17.1,18.6,18,18.6,10000
8/6/2004,18.6,20.1,19.85,20.1,7000
8/9/2004,20.1,21.6,21.6,21.6,7000
8/10/2004,21.6,23.2,23.2,23.2,4500
8/11/2004,23.2,24.9,23.2,23.5,12500
8/12/2004,23.5,25.25,23.05,23.5,13000
8/13/2004,23.5,23.5,23,23,3500
8/17/2004,23,22,22,22,1000
8/19/2004,22,20.9,20.9,20.9,500
8/23/2004,20.9,21,21,21,500
8/24/2004,21,20,20,20,1000
8/30/2004,20,19,19,19,1000
9/1/2004,19,18.65,18.65,18.65,500
9/2/2004,18.65,19.5,19,19,2000
9/3/2004,19,20.5,20,20.5,6500
9/6/2004,20.5,20.55,20.3,20.3,3000
9/7/2004,20.3,20.6,20.6,20.6,500
9/14/2004,20.6,19.8,19.8,19.8,500
9/16/2004,19.8,20,20,20,0
9/27/2004,20,21.5,19.8,21.5,2500
10/4/2004,21.5,23,23,23,500
10/6/2004,23,22,22,22,1000
10/12/2004,22,20.9,20.9,20.9,1000
10/22/2004,20.9,21,21,21,1000
10/28/2004,21,21,21,21,2000
11/23/2004,21,22.55,22.55,22.55,500
12/6/2004,22.55,21.45,21.45,21.45,500
12/7/2004,21.45,23.05,23.05,23.05,3000
12/8/2004,23.05,24.75,23,23,5000
12/10/2004,23,24.7,24.5,24.7,1000
12/14/2004,24.7,26,26,26,2000
12/27/2004,26,27.95,27.95,27.95,1000
12/31/2004,27.95,30,28,30,2500
1/3/2005,30,32,29,29,4500
1/4/2005,29,27.55,27.55,27.55,1500
1/5/2005,27.55,29.6,29.45,29.6,1500
1/6/2005,29.6,31.8,31.75,31.8,1500
1/7/2005,31.8,34,34,34,1000
1/10/2005,34,36.5,35,35,3500
1/27/2005,34,33,33,33,0
2/7/2005,33,32,32,32,1000
2/15/2005,32,32.1,32.1,32.1,500
3/2/2005,32.1,32,32,32,0
3/10/2005,32,31,31,31,0
3/22/2005,31,30,30,30,0
3/30/2005,30,31,29,29,1500
6/29/2005,29,28.5,28.5,28.5,500
7/6/2005,28.5,28.25,28.25,28.25,0
7/13/2005,28.25,28,26.85,28,3000
7/25/2005,28,26.6,26.6,26.6,1000
8/3/2005,26.6,27.5,27.5,27.5,0
8/4/2005,27.5,28.85,28.85,28.85,500
8/8/2005,28.85,30,30,30,500
8/22/2005,30,30,30,30,500
9/5/2005,30,29,29,29,500
9/7/2005,29,29,29,29,500
9/12/2005,29,28.5,28.5,28.5,0
9/13/2005,28.5,28,27.5,27.5,1000
9/21/2005,27.5,28.85,28.85,28.85,1000
9/29/2005,28.85,28,28,28,1000
10/12/2005,28,28,28,28,500
11/14/2005,28,29.4,29.4,29.4,500
12/8/2005,29.4,27.95,27.95,27.95,500
12/12/2005,27.95,29.3,29.25,29.25,1000
12/13/2005,29.25,30.6,30.3,30.6,4000
12/14/2005,30.6,32.05,32.05,32.05,500
12/15/2005,32.05,33.5,33,33.5,1500
12/16/2005,33.5,34.95,31.85,31.85,1000
12/20/2005,31.85,33.4,30.3,33.4,3500
12/22/2005,33.4,32,32,32,500
12/23/2005,32,32,30.55,30.55,1500
12/26/2005,30.55,31.95,29.05,31.95,3000
12/28/2005,31.95,31.95,31.95,31.95,500
12/30/2005,31.95,32.5,30.4,30.4,4000
1/2/2006,30.4,31.5,28.9,30.95,6000
1/3/2006,30.95,30.9,30.9,30.9,0
1/4/2006,30.9,30.85,30.85,30.85,500
1/5/2006,30.85,30,30,30,0
1/16/2006,30,29,29,29,0
1/17/2006,29,28.5,27.7,28.5,2000
1/19/2006,27,28,28,28,500
1/23/2006,28,29.4,29,29.4,2000
1/24/2006,29.4,29,29,29,0
1/26/2006,29,28.95,27.6,28.95,4500
1/27/2006,28.95,29,28.5,28.5,2000
1/30/2006,28.5,29.85,29,29.85,3000
1/31/2006,29.85,29.5,29.5,29.5,0
2/1/2006,29.5,30.5,30.5,30.5,1000
2/2/2006,30.5,29,29,29,1500
2/3/2006,29,28,28,28,1000
2/6/2006,28,26.9,26.75,26.75,3500
2/7/2006,26.75,28,27.5,28,1500
2/16/2006,28,27.25,27,27.25,500
2/22/2006,27.25,28.25,28.25,28.25,500
2/24/2006,28.25,27,27,27,1500
2/27/2006,27,27.75,27.75,27.75,1500
3/15/2006,27.75,26.4,26.4,26.4,0
3/28/2006,26.4,25.1,25.1,25.1,5000
3/29/2006,25.1,25.5,25.5,25.5,500
4/3/2006,25.5,24.8,24.8,24.8,500
4/4/2006,24.8,24.5,24.5,24.5,500
4/5/2006,24.5,25.3,24.8,25.3,1000
4/10/2006,25.3,25.25,25.25,25.25,500
4/13/2006,25.25,26,26,26,3500
4/20/2006,26,24.7,24.7,24.7,500
5/30/2006,24.7,25.9,25.9,25.9,0
5/31/2006,25.9,27.15,27.15,27.15,0
6/1/2006,27.15,28.5,28.5,28.5,0
6/2/2006,28.5,29.9,29.9,29.9,10500
6/5/2006,29.9,31.35,30,31.35,4500
6/6/2006,31.35,32.5,32,32.5,1000
6/8/2006,32.5,31.25,31,31,2500
6/9/2006,31,32.55,29.7,32.55,16500
6/12/2006,32.55,34,32.5,32.9,18500
6/13/2006,32.9,31.6,31.3,31.3,2000
6/14/2006,31.3,31.5,30.2,30.2,2500
6/15/2006,30.2,31.05,31,31,3500
6/16/2006,31,32.5,31,32.5,4000
6/19/2006,32.5,31.5,31,31,3000
6/20/2006,31,29.6,29.5,29.5,1500
6/23/2006,29.5,28.5,28.5,28.5,1000
6/28/2006,28.5,27.4,27.25,27.25,2000
6/29/2006,27.25,26.7,25.9,25.9,5500
7/3/2006,25.9,26.5,26.5,26.5,1000
7/7/2006,26.5,26.05,26.05,26.05,500
7/12/2006,26.05,26.95,26.95,26.95,1000
7/13/2006,26.95,28.25,28.05,28.05,2000
7/14/2006,28.05,29.45,28.25,29,6000
7/17/2006,29,30.45,30,30.45,10000
7/18/2006,30.45,31.25,30.5,31,4500
7/19/2006,31,31.5,30.8,31.5,2500
7/20/2006,31.5,31.9,30.3,31.9,3500
7/21/2006,31.9,32.9,32,32.9,1500
7/24/2006,32.9,33,32.75,33,1000
7/25/2006,33,34.45,33.5,34,3000
7/26/2006,34,32.5,32.5,32.5,2000
7/27/2006,32.5,34.05,33,34.05,5000
7/28/2006,34.05,35.75,32.5,34.35,51000
7/31/2006,34.35,35.75,32.7,32.7,18000
8/1/2006,32.7,31.5,31.25,31.5,2000
8/2/2006,31.5,31,30,31,2000
8/3/2006,31,30,29.45,30,2000
8/7/2006,30,29,28.5,28.5,2500
8/8/2006,28.5,29.8,27.2,29.8,17500
8/9/2006,29.8,30,30,30,1000
8/16/2006,30,29.5,29.5,29.5,500
8/17/2006,29.5,29,29,29,500
8/28/2006,29,28.9,28.9,28.9,0
8/31/2006,28.9,28.05,28,28,1500
9/20/2006,28,27.25,26.6,26.6,5000
9/21/2006,26.6,27.75,27.25,27.75,1500
9/28/2006,27.75,26.75,26.75,26.75,1000
10/4/2006,26.75,27.75,27.75,27.75,500
10/5/2006,27.75,26.75,26.75,26.75,500
10/11/2006,26.75,27.75,27.75,27.75,500
10/12/2006,27.75,29.1,26.4,27.5,12500
10/13/2006,27.5,27,27,27,1000
11/1/2006,27,25.65,25.65,25.65,500
11/2/2006,25.65,25.65,25.65,25.65,500
11/3/2006,25.65,26.8,26.8,26.8,1000
11/8/2006,26.8,26.5,26.5,26.5,0
11/13/2006,26.5,26,26,26,1000
11/20/2006,26,24.7,24.7,24.7,2500
11/21/2006,24.7,24.5,23.5,23.5,4000
11/22/2006,23.5,24.2,22.5,24.2,4500
11/27/2006,24.2,24.9,24.9,24.9,500
11/28/2006,24.9,23.75,23.7,23.7,2000
11/29/2006,23.7,23,23,23,4000
12/4/2006,23,24.15,24.1,24.15,4500
12/5/2006,24.15,24.15,24.15,24.15,1500
12/6/2006,24.15,24,24,24,4000
12/8/2006,24,24.5,24.05,24.05,1000
12/11/2006,24.05,25,25,25,1000
12/12/2006,25,26.25,25,25.75,7500
12/13/2006,25.75,27,27,27,4500
12/14/2006,27,28.35,28.25,28.35,7500
12/15/2006,28.35,29.65,29.4,29.5,7000
12/18/2006,29.5,29.25,28.1,28.1,4500
12/19/2006,28.1,26.7,26.7,26.7,1000
12/20/2006,26.7,27,27,27,1000
12/22/2006,27,26.8,26.8,26.8,500
12/26/2006,26.8,28.1,25.6,25.6,27500
12/27/2006,25.6,25.7,24.65,25.7,11000
12/28/2006,25.7,25.9,25.9,25.9,2000
12/29/2006,25.9,25.5,24.65,24.65,14500
1/3/2007,24.65,23.45,23.45,23.45,1500
1/4/2007,23.45,23,22.3,22.6,10500
1/8/2007,22.6,23,22,22,3000
1/9/2007,22,22.15,22.15,22.15,500
1/10/2007,22.15,22.25,22.25,22.25,0
1/11/2007,22.25,22.25,21.15,21.15,19000
1/12/2007,21.15,20.5,20.1,20.1,6500
1/15/2007,20.1,21,20.95,21,2000
1/16/2007,21,22,22,22,1500
1/17/2007,22,23.05,22.1,22.1,2000
1/26/2007,19.6,18.6,18.6,18.6,500
1/31/2007,18.6,17.65,17.65,17.65,1000
2/1/2007,17.65,17.5,17.5,17.5,3000
2/6/2007,17.5,18,18,18,500
2/7/2007,18,17.95,17.95,17.95,0
2/8/2007,17.95,17,17,17,3500
2/9/2007,17,17.95,17.75,17.95,1500
2/27/2007,17.95,16.95,16.95,16.95,2000
3/20/2007,16.95,16.5,16.5,16.5,500
3/21/2007,16.5,17,17,17,500
3/27/2007,17,17.5,17,17,1000
3/28/2007,17,17.45,17.45,17.45,10000
4/10/2007,17.45,18,16.45,18,1500
4/11/2007,18,17,17,17,1000
4/12/2007,17,16.1,16,16,3500
4/13/2007,16,15.5,15,15,11500
4/16/2007,15,16,14,16,25000
4/17/2007,16,16,15.75,15.75,2000
4/18/2007,15.75,16.75,16.4,16.7,5000
4/19/2007,16.7,16.7,16.7,16.7,500
4/20/2007,16.7,17.5,17,17.5,1000
4/23/2007,17.5,17.6,17,17,2500
4/24/2007,17,17.3,16.5,17.3,4000
4/25/2007,17.3,17.05,17,17,1500
4/30/2007,17,16.35,16,16,2500
5/3/2007,16,16.7,16.7,16.7,1000
5/4/2007,16.7,16.5,16,16,4000
5/10/2007,16,16.25,16,16,1000
5/21/2007,16,16.8,16.5,16.8,2500
5/22/2007,16.8,17.75,17,17,1000
5/23/2007,17,18,16.5,18,2000
5/24/2007,18,18.9,18.4,18.5,11500
5/25/2007,18.5,19.5,19.2,19.2,5000
5/28/2007,19.2,20.2,18.3,20.2,66000
5/29/2007,20.2,20.8,19.2,20.8,18500
5/30/2007,20.8,19.8,19.8,19.8,2000
5/31/2007,19.8,19,18.8,19,41000
6/1/2007,19,18.55,18,18,8500
6/4/2007,18,18.45,17.25,18.45,2000
6/6/2007,18.45,19,19,19,500
6/7/2007,19,18.95,18.95,18.95,0
6/8/2007,18.95,19.75,18.7,19.75,2500
6/11/2007,19.75,20.2,18.75,20.2,11000
6/12/2007,20.2,20.6,19.2,20.6,7500
6/13/2007,20.6,21.6,19.6,21.2,219000
6/14/2007,21.2,21.15,20.5,20.5,7000
6/15/2007,20.5,19.6,19.5,19.5,3000
6/19/2007,19.5,18.8,18.5,18.5,4500
6/20/2007,18.5,18.5,18.5,18.5,15000
6/21/2007,18.5,17.6,17.5,17.5,14000
6/22/2007,17.5,16.7,16.7,16.7,500
6/25/2007,16.7,17.6,16.95,16.95,6000
6/26/2007,16.95,16.8,16,16,9000
6/27/2007,16,15.5,15.3,15.4,5000
6/28/2007,15.4,16,14.6,14.65,38500
6/29/2007,14.65,15.45,15,15,1500
7/2/2007,15,15.75,15.65,15.7,3500
7/3/2007,15.7,15.7,15.7,15.7,1000
7/4/2007,15.7,16,16,16,3000
7/5/2007,16,16.4,16.3,16.4,2500
7/6/2007,16.4,17.4,17,17.4,7500
7/9/2007,17.4,18.4,18,18.4,11000
7/10/2007,18.4,19.4,18.55,19.35,11500
7/11/2007,19.35,20.05,18.75,20,18500
7/12/2007,20,20,19.6,19.6,1500
7/13/2007,19.6,18.75,18.75,18.75,500
7/16/2007,18.75,18,18,18,5000
7/17/2007,18,18,17.8,17.8,3000
7/18/2007,17.8,17.4,17,17,3500
7/19/2007,17,16.1,16.1,16.1,1000
7/24/2007,16.1,16.15,16.15,16.15,0
7/25/2007,16.15,16.8,15.75,15.75,12000
7/26/2007,15.75,16,16,16,2000
7/30/2007,16,15,15,15,5500
7/31/2007,15,14.5,14,14.5,6500
8/1/2007,14.5,14.6,14.4,14.6,2000
8/2/2007,14.6,15,14,15,2000
8/6/2007,15,14.55,14.5,14.5,1500
8/7/2007,14.5,14.25,14.25,14.25,1000
8/8/2007,14.25,14.9,14.9,14.9,1000
8/16/2007,14.9,14.05,14,14.05,500
8/20/2007,14.05,13.8,13.8,13.8,500
8/21/2007,13.8,13.8,13.5,13.8,1000
8/22/2007,13.8,13.25,13.1,13.25,7500
8/23/2007,13.25,13.35,13.35,13.35,1500
8/27/2007,13.35,12.5,12.35,12.5,1000
8/30/2007,12.5,12.55,12.55,12.55,0
9/4/2007,12.55,13.55,13.5,13.55,1000
9/11/2007,13.55,13.5,13.5,13.5,5000
9/17/2007,13.5,13.05,13,13,3000
9/19/2007,13,13.95,13,13.95,3500
9/20/2007,13.95,14.95,14.5,14.5,7000
9/26/2007,14.5,15.5,15,15.5,2500
9/27/2007,15.5,15.5,15.5,15.5,2500
10/1/2007,15.5,15.5,15.5,15.5,1000
10/3/2007,15.5,15.5,15.5,15.5,2000
10/5/2007,15.5,15.5,15.5,15.5,1000
10/8/2007,15.5,16,16,16,1000
10/17/2007,16,16,15,15,1500
10/18/2007,15,15,15,15,500
10/19/2007,15,15.95,15.95,15.95,2500
10/22/2007,15.95,16.45,15.05,15.05,11000
10/23/2007,15.05,15.1,15.1,15.1,1500
10/25/2007,15.1,16.1,16.1,16.1,1000
10/26/2007,16.1,16.2,16.2,16.2,1000
10/29/2007,16.2,17.05,16.4,17.05,10000
10/30/2007,17.05,17.05,17,17.05,10500
10/31/2007,17.05,17,17,17,1000
11/1/2007,17,17.1,17.1,17.1,500
11/2/2007,17.1,18,18,18,1000
11/5/2007,18,19,17.5,17.5,6500
11/6/2007,17.5,17.1,17.1,17.1,500
11/7/2007,17.1,16.15,16.1,16.1,11500
11/8/2007,16.1,16.5,16.4,16.4,1000
11/12/2007,16.4,15.55,15.4,15.4,15000
11/14/2007,15.4,15.25,15.25,15.25,5000
11/19/2007,15.25,14.75,14.75,14.75,3000
11/20/2007,14.75,15.75,15.6,15.75,6500
11/21/2007,15.75,16.75,15.3,15.3,6500
11/28/2007,15.3,15.35,14.7,14.7,5000
11/29/2007,14.7,15.65,14.1,15.65,16500
11/30/2007,15.65,16.65,16.35,16.6,16500
12/3/2007,16.6,16.7,16,16.7,5000
12/5/2007,16.7,16,16,16,0
12/6/2007,16,15.15,15,15,3000
12/10/2007,15,15,15,15,2000
12/11/2007,15,14.5,14.5,14.5,500
12/13/2007,14.5,14.55,14.55,14.55,0
12/14/2007,14.55,14.5,14.5,14.5,500
12/18/2007,14.5,15.5,15.5,15.5,500
12/19/2007,15.5,15.2,15,15,2500
1/1/2008,15,15,15,15,500
1/2/2008,15,16,15,15,23000
1/16/2008,15,14.25,14.05,14.05,1000
1/21/2008,14.05,13.2,13.05,13.2,1000
1/23/2008,13.2,13.2,13.2,13.2,500
1/30/2008,13.2,12.2,12.2,12.2,9500
2/6/2008,12.2,13.2,12.45,13.2,1500
2/27/2008,13.2,12.25,12.2,12.25,1000
2/28/2008,12.25,12.25,12.25,12.25,1000
3/3/2008,12.25,12.25,12.05,12.05,3500
3/10/2008,12.05,11.5,11.5,11.5,1000
3/14/2008,11.5,10.75,10.5,10.75,4500
3/17/2008,10.75,10.75,10.75,10.75,3000
3/24/2008,10.75,11.75,11.75,11.75,500
4/2/2008,11.75,12.4,11,12.4,2000
4/3/2008,12.4,11.4,11.4,11.4,500
4/8/2008,11.4,11.4,11.4,11.4,500
4/15/2008,11.4,10.5,10.4,10.4,13500
4/16/2008,10.4,11,10.7,10.7,1500
4/17/2008,10.7,11.15,10.5,10.5,7000
4/18/2008,10.5,11,11,11,1000
4/21/2008,11,10.6,10.6,10.6,1000
4/23/2008,10.6,10.7,10.7,10.7,1000
4/24/2008,10.7,10.7,10.7,10.7,1000
4/25/2008,10.7,11.7,11.5,11.7,70000
4/30/2008,11.7,11.69,11.69,11.69,500
5/2/2008,11.69,10.69,10.69,10.69,2000
5/5/2008,10.69,11.69,9.76,9.76,1000
5/7/2008,9.76,10.76,10.76,10.76,500
5/16/2008,10.76,10.76,10.76,10.76,2000
5/23/2008,10.76,9.76,9.76,9.76,500
5/27/2008,9.76,9,9,9,1000
5/29/2008,9,9,9,9,1000
6/6/2008,9,10,10,10,1000
6/10/2008,10,11,11,11,9000
6/11/2008,11,12,12,12,1500
6/12/2008,12,13,12.61,13,9000
6/13/2008,13,14,12.55,14,108000
6/16/2008,14,15,14.89,15,6500
6/17/2008,15,15.7,15.7,15.7,500
6/18/2008,15.7,16.7,15.5,16.7,18000
6/19/2008,16.7,15.7,15.7,15.7,1000
6/20/2008,15.7,16.7,16.5,16.7,6500
6/23/2008,16.7,16.95,16,16.95,2500
6/24/2008,16.95,18,17.5,18,10000
7/1/2008,18,17.82,17.82,17.82,500
7/1/2008,18,17.82,17.82,17.82,500
7/2/2008,17.82,18.4,18.4,18.4,500
7/10/2008,18.4,18.22,18.22,18.22,500
7/15/2008,18.22,17.23,17.22,17.22,1500
7/16/2008,17.22,16.22,16.22,16.22,500
7/21/2008,16.22,16.99,16.5,16.99,2000
7/28/2008,16.99,17.44,17.44,17.44,500
7/30/2008,17.44,16.99,16.44,16.99,5000
7/31/2008,16.99,16.4,16.01,16.4,1500
8/1/2008,16.4,17,15.6,17,2500
8/4/2008,17,17.5,17.5,17.5,500
1/9/2009,17.5,18.5,16.5,17.81,8000
2/4/2009,17.81,16.81,16.81,16.81,500
3/9/2009,16.81,15.81,15.81,15.81,0
3/11/2009,15.81,15,15,15,0
3/12/2009,15,14,14,14,0
3/16/2009,14,13,13,13,5000
3/17/2009,13,12,12,12,4000
3/18/2009,12,13,11,13,3500
3/24/2009,13,12,12,12,0
3/25/2009,12,11.25,11.05,11.25,1000
3/26/2009,11.25,11.4,11.4,11.4,500
3/27/2009,11.4,11.25,11.25,11.25,1000
3/31/2009,11.25,11.1,11.1,11.1,500
4/2/2009,11.1,11.5,11.5,11.5,0
4/3/2009,11.5,11.75,11.75,11.75,0
4/6/2009,11.75,11.75,11.75,11.75,1000
4/7/2009,11.75,11.75,11.75,11.75,5000
4/8/2009,11.75,11.75,11.75,11.75,1000
4/10/2009,11.75,11.76,11.76,11.76,0
4/13/2009,11.76,12.05,12,12.02,5000
4/14/2009,12.02,12.01,12,12,1500
4/20/2009,12,12,12,12,500
4/21/2009,12,11.75,11.75,11.75,1000
4/24/2009,11.75,12.7,12.7,12.7,2000
4/27/2009,12.7,12.5,12.26,12.42,3000
4/28/2009,12.42,12,12,12,0
5/4/2009,12,11.55,11.55,11.55,500
5/6/2009,11.55,12,12,12,500
5/13/2009,12,12,12,12,6000
5/15/2009,12,12,11.75,11.75,2000
5/21/2009,11.75,12,12,12,500
5/28/2009,12,12.95,12.25,12.93,2000
5/29/2009,12.93,13.9,13,13.59,3000
6/2/2009,13.59,12.8,12.8,12.8,500
6/3/2009,12.8,12.16,12,12.08,4500
6/9/2009,12.08,12.45,12.45,12.45,500
